0	0	1	109.24	69	157
1	1	2	97.791	62	150
2	2	3	95.995	62	153
3	4	5	100.76	69	150
4	0	6	127.729	79	150
5	1	7	104.772	73	169
6	2	10	108.578	69	131
7	3	11	77.697	51	131
8	4	12	88.001	62	156
9	5	13	56.993	25	119
10	6	7	101.123	69	141
11	7	8	123.188	79	150
12	8	9	113.315	87	137
13	9	10	110.417	87	131
14	11	12	74.199	46	106
15	12	13	31.819	12	69
16	7	15	158.416	75	200
17	8	16	71.061	25	125
18	9	17	73.46	7	119
19	10	18	79.522	62	104
20	11	19	78.001	45	94
21	13	27	48.857	19	87
22	14	15	88.362	44	135
23	15	16	78.14	55	131
24	16	17	65.253	11	119
25	18	19	76.996	44	94
26	19	20	7.113	0	75
27	14	28	71	25	106
28	16	22	46.845	19	87
29	17	23	25.372	7	62
30	18	24	86.875	55	125
31	19	25	57.853	25	87
32	20	26	55.332	12	150
33	21	22	100.845	62	157
34	22	23	81.044	61	106
35	23	24	92.23	62	125
36	25	26	22.184	0	78
37	26	27	48.811	8	88
38	21	29	124.863	65	185
39	22	30	61.778	31	81
40	23	31	64.399	19	100
41	24	32	83.36	56	124
42	25	33	66.35	25	106
43	27	41	63.798	12	131
44	28	29	66.895	44	95
45	29	30	59.677	25	87
46	31	32	81.577	62	105
47	32	33	94.485	56	125
48	33	34	105.63	69	134
49	28	43	118.986	87	137
50	29	35	119.332	79	137
51	31	37	81.997	50	112
52	34	40	96.802	69	137
53	35	36	105.776	77	132
54	36	37	105.016	77	125
55	37	38	77.878	56	94
56	38	39	67.398	56	87
57	39	40	72.528	56	94
58	40	41	98.126	56	150
59	35	44	134.983	85	181
60	36	45	79.482	62	112
61	38	47	33.831	11	62
62	39	48	32.278	12	56
63	40	49	74.061	39	100
64	42	43	139.981	102	187
65	43	44	129.169	87	169
66	45	46	36.007	25	50
67	46	47	56.71	37	62
68	47	48	64.674	44	81
69	48	49	37.463	6	87
70	49	50	62.449	25	112
71	45	52	46.199	19	69
72	46	53	52.435	29	62
73	47	54	28.734	6	75
74	48	55	80.501	44	125
75	49	56	71.085	25	106
76	50	57	82.562	25	112
77	51	52	59.354	30	106
78	52	53	57.204	37	69
79	53	54	16.68	0	66
80	55	56	87.364	62	125
81	56	57	73.447	41	112
